	D1	D2	D3	D4	D5	DF1	DF2	DF3	DF4	DF5	Y.K1	Y.K2	Y.K3	Y.K4	Y.K5	Y.M1	Y.M2	Y.M3	Y.M4	Y.M5	Y.J1	Y.J2	Y.J3	Y.J4	Y.J5	Y.U1	Y.U2	Y.U3	Y.U4	Y.U5	Z.K1	Z.K2	Z.K3	Z.K4	Z.K5	Z.M1	Z.M2	Z.M3	Z.M4	Z.M5	Z.J1	Z.J2	Z.J3	Z.J4	Z.J5	Z.U1	Z.U2	Z.U3	Z.U4	Z.U5
Y.K1	0.5781690056223483	0.6801993221471923	0.49265133132770855	0.4313729192447816	0.7304021198734543	0.5733591652547362	0.7818250872202213	0.7077112268832105	0.7120528432169881	0.30515613821715826	0.0	0.32006960518837213	0.2294588188461713	0.25460074749251277	0.20466055319393078	0.6957996296005671	0.5211317413463132	0.5234068719185763	0.4233575078426546	0.5766261757583664	0.4538468674411798	0.46759202946718664	0.5600023242042825	0.448175494308565	0.5744061535201646	0.5958755304361033	0.4891529838350823	0.4887969522038004	0.5120637311030913	0.553541397079722	0.2423642929677822	0.22354562384015886	0.4014867257646342	0.19965786418533749	0.3253544432685196	0.5240227880146626	0.6753900283583096	0.4084364343944697	0.32295274929744755	0.5330924868533182	0.4347183097509643	0.5292822560112878	0.4458882613149462	0.4740730132821327	0.537590384823426	0.4619490219330403	0.47397972434897906	0.523188121448894	0.45679539902036304	0.5481324805227169
Y.K2	0.5327656243134997	0.6061504477750426	0.590525152934742	0.6550514988769995	0.7000752789213273	0.5274259476365287	0.6984350619701362	0.6448142353401021	0.6585271744535166	0.5497574835290697	0.32006960518837213	0.0	0.26004570748508227	0.24428759018859897	0.3402577336891095	0.6650639287825297	0.7479078535436471	0.7299263724451787	0.666010275147249	0.7911092881309132	0.6825213762660804	0.6177939093759784	0.6152844317391095	0.6738346087962563	0.6833218419533467	0.6942699781910664	0.6649197456448384	0.5948391892904139	0.7574767602929381	0.5786055137310551	0.4064161080893931	0.20260958888598976	0.24441065186667613	0.3126230793268009	0.1503181651284742	0.513276232965882	0.64916891352768	0.6152742674065512	0.561286643147022	0.8103326038718095	0.5297938187417187	0.5453672884778219	0.4534618224600965	0.4853278781840046	0.4853137236644356	0.48602459110728863	0.5114031897186897	0.47802801647719795	0.6094911242388543	0.680194185514946
Y.K3	0.4616575919947816	0.5639765182207601	0.4632021789841463	0.5386490456936188	0.5872031547019285	0.4661613018088486	0.6485966544180658	0.5660599139774249	0.5641298814962846	0.4137603565059841	0.2294588188461713	0.26004570748508227	0.0	0.42685905890397047	0.4032053651154849	0.5497019618173	0.5614925303113159	0.6124530978566931	0.5115940253347703	0.656537478584345	0.4872358341030062	0.46214234314602953	0.4733308069885139	0.46611286845587063	0.500341259458962	0.5265311772794952	0.616142547343874	0.5511622076129324	0.5614775685022971	0.4197878402426829	0.3886166271457742	0.2982163739002268	0.31853939951120247	0.25670184997127055	0.2644071513735111	0.3920817273660522	0.5273431051027226	0.45053140330377195	0.4363732145916052	0.60702983737924	0.363195257370363	0.3749503168429382	0.3394504812366137	0.3531325165153715	0.39719902569098137	0.32141991622555294	0.43059760722226315	0.38455296692785024	0.5788523038488939	0.6740053390921441
Y.K4	0.6606427148509927	0.7328606088112877	0.5979887622995179	0.5563745628893648	0.8450228402941576	0.6566529841256381	0.8301496374924278	0.7804510979182643	0.8036731613167043	0.454179201466506	0.25460074749251277	0.24428759018859897	0.42685905890397047	0.0	0.25383520215825295	0.806086306362734	0.6611325475283891	0.6503526928748441	0.5856158589978446	0.7169053222267727	0.6186349725583097	0.6127697031739933	0.7028777376366138	0.6376108056778785	0.7455556040326432	0.732215141407629	0.5341773561747306	0.5186846078321043	0.6787744207448952	0.6800566946599264	0.3012311951203063	0.2058854863438458	0.35692313872736814	0.3125353512523256	0.32394184292569483	0.6220126955006523	0.8029479215251845	0.5610701315454056	0.45907202371270567	0.7126870538479296	0.5894583895902723	0.6858587557956891	0.557135064017215	0.5857255105591038	0.6235820087216677	0.5912005676181793	0.5646391064636699	0.6060600209148044	0.4760622190410664	0.541717987772802
Y.K5	0.6513258984167897	0.7338819857005106	0.5736095888549916	0.5170681497927113	0.8292770749443563	0.6494547810887124	0.8409934445453489	0.7662369715811118	0.7914015138183492	0.3924818612273681	0.20466055319393078	0.3402577336891095	0.4032053651154849	0.25383520215825295	0.0	0.7733900236307997	0.6204714565882302	0.4949754811013897	0.43163417152614864	0.5465688345125355	0.5935633617229722	0.5561186647751275	0.6217913607694555	0.5770370660188315	0.671105926910692	0.6872995748167045	0.5418413898479582	0.5545903598398185	0.6360509085998584	0.6516916251431935	0.2819827974405559	0.27813849728190587	0.4811998977444413	0.32991260470473616	0.39217189292155413	0.6026776418211856	0.7407878292253545	0.5567082962022405	0.4343444771234828	0.6160129765630743	0.5915389029758082	0.6860910322292684	0.5468790427671298	0.5798111243689166	0.6243357520357344	0.5784868086884005	0.572019298608026	0.5995623225871243	0.4734284644111174	0.5296002172470504
Y.M1	0.4223942123780487	0.47931712664310844	0.5064933127214123	0.5778356358638399	0.30714801004826997	0.4720052302529779	0.5885243289690019	0.4845409015861598	0.4451191469007657	0.6259311024933918	0.6957996296005671	0.6650639287825297	0.5497019618173	0.806086306362734	0.7733900236307997	0.0	0.5114780241878332	0.5285966241980431	0.5460990571674984	0.563195404739705	0.43098071810005667	0.40780468678374926	0.4820121756435337	0.4980627305726035	0.3649920773594157	0.38810787877314235	0.7217379837732556	0.6749441283310267	0.5139935860378615	0.2996929822944129	0.7817546058830969	0.7159074794330118	0.7014230596906127	0.6762729772938457	0.6156582433619966	0.37498900500859345	0.3053711537025524	0.5945986801417186	0.5820828963469653	0.48498228878621663	0.5628841218729721	0.435356835399376	0.47281716563672727	0.40349573424424273	0.3980535433693703	0.43652534786247865	0.5723131589792683	0.35078279532439016	0.7044803844826999	0.785774109237351
Y.M2	0.6518715688471639	0.7733182094265174	0.5366883998218944	0.5258253784229155	0.6998926862286725	0.6689097545527792	0.8523274827724334	0.7522252552188033	0.7487784799291547	0.4690721539829269	0.5211317413463132	0.7479078535436471	0.5614925303113159	0.6611325475283891	0.6204714565882302	0.5114780241878332	0.0	0.4219437680251277	0.3871461058792116	0.4536972569532899	0.29152675928028926	0.28245633490442423	0.3269882590405559	0.2061906831590754	0.28132699970158814	0.3064947579255246	0.5758065784496882	0.5792262631580544	0.18817349227033464	0.4129721976609756	0.6436754610711573	0.6473302336193703	0.7749884782612592	0.5734801724480999	0.7349720214130177	0.5329873372452638	0.39894285138584795	0.4612807680017583	0.5161214891420023	0.17708086503332393	0.4890131164330686	0.48923777440711846	0.5656801851913216	0.5670021445342881	0.6477207635742768	0.4792900088199092	0.572731984168009	0.5956254345589052	0.6044911878625923	0.6885661637669315
Y.M3	0.6335763278763188	0.7421722176844299	0.504498995137663	0.4680044976938174	0.7042633165797787	0.6286861928759216	0.854669207605502	0.7540740271574305	0.7407060158861032	0.43695346968536586	0.5234068719185763	0.7299263724451787	0.6124530978566931	0.6503526928748441	0.4949754811013897	0.5285966241980431	0.4219437680251277	0.0	0.25487805354143506	0.24886439725351675	0.39512356182543956	0.3024440833623937	0.3891862857642088	0.39568215528947814	0.3790772276365286	0.3059590005072603	0.5935896499178107	0.6094706506344584	0.35049396868621674	0.3714196117064663	0.5559708737206751	0.6597306342186898	0.7794902652583096	0.5990284825411231	0.7196958813206183	0.4664141318659104	0.3958394781336074	0.5759179278505389	0.4485939104877766	0.35320493280173004	0.6299202159868973	0.673454131889308	0.5495781485821327	0.5352245186911799	0.5416763965833523	0.5076721220956324	0.6340632186034033	0.5277540260278218	0.5338002818084799	0.5831765639971072
Y.M4	0.5623380006835507	0.6733061387045943	0.4393551579787578	0.395545189642683	0.6720097148091888	0.5621990545241633	0.7753672751853942	0.6656113344478163	0.6653909841046795	0.30543982242640383	0.4233575078426546	0.666010275147249	0.5115940253347703	0.5856158589978446	0.43163417152614864	0.5460990571674984	0.3871461058792116	0.25487805354143506	0.0	0.2696735066037436	0.3555589718979013	0.2598771870729722	0.4208138033643506	0.3384637004645491	0.3992824382976461	0.4129142890188031	0.5046592242329269	0.510728400959274	0.3846882836578276	0.3649706075885706	0.4435193343134431	0.5818768007844015	0.6862541008321328	0.4912976899458593	0.6427889498905275	0.4094620641802327	0.5073092749981282	0.4342656433001418	0.3327560856515031	0.32799470196857633	0.49475686556559845	0.5325195936471356	0.4374875882722349	0.45131673844503684	0.5330864340320476	0.40199702042186614	0.5126611517933918	0.47207063032416335	0.43221979811531475	0.5010882609109757
Y.M5	0.6864439888823028	0.7978587818096994	0.5480925168669598	0.5042171487080829	0.6966568426561542	0.6739207398222915	0.9131136824743336	0.8031702166883155	0.7917970967611173	0.4675464348341747	0.5766261757583664	0.7911092881309132	0.656537478584345	0.7169053222267727	0.5465688345125355	0.563195404739705	0.4536972569532899	0.24886439725351675	0.2696735066037436	0.0	0.35084071790516164	0.3242959703254963	0.39061637855555875	0.38579769810266595	0.3244139763962848	0.4592982486883437	0.6099220218334374	0.644867776395916	0.47528304035385704	0.4249103291148326	0.6184971846773115	0.7125655978420874	0.8441152808686048	0.6595295265124503	0.7842316101811119	0.5235711650570902	0.5225931731673852	0.59036804527751	0.4607537407827	0.35797816882836075	0.656218098482388	0.6995188037499717	0.5934374071496598	0.5388558086650597	0.5446186165383438	0.5666149666715541	0.6711841029696825	0.5487128769215542	0.5762133560613727	0.6187577435487521
Y.J1	0.5331700328929665	0.6593597004298356	0.39015021796956895	0.38848331179923434	0.4938184228757798	0.5197696584627907	0.7684663977456891	0.6595414415939308	0.6138745849648042	0.39678054233570614	0.4538468674411798	0.6825213762660804	0.4872358341030062	0.6186349725583097	0.5935633617229722	0.43098071810005667	0.29152675928028926	0.39512356182543956	0.3555589718979013	0.35084071790516164	0.0	0.27018291450711857	0.42124997867138403	0.2157464255799773	0.2846677849894214	0.38260266598681225	0.5362453020807431	0.48071018973533736	0.3137317323359898	0.3210471720177255	0.5574680876609189	0.5869212891112309	0.678054543310295	0.48703535670365855	0.6480283588913784	0.42422050368454345	0.5163898961732275	0.35664890962657403	0.331440159465173	0.23206611070595576	0.3837961102374079	0.4037360426114578	0.41755697726622243	0.3568165215759501	0.4385115396269995	0.3974456647939024	0.4743157339089904	0.41859144884753263	0.5046924113053318	0.5883915265781338
Y.J2	0.5143538715650879	0.6276844480618549	0.3935998759917754	0.43411391246715825	0.5778358095243619	0.5208123254016165	0.7219584995364152	0.5955756496222064	0.5978557898136131	0.3746553353220079	0.46759202946718664	0.6177939093759784	0.46214234314602953	0.6127697031739933	0.5561186647751275	0.40780468678374926	0.28245633490442423	0.3024440833623937	0.2598771870729722	0.3242959703254963	0.27018291450711857	0.0	0.24054921692144074	0.20017289552663067	0.21962733684021554	0.24814931580811114	0.5326631677332389	0.4798431080648609	0.3171570040646625	0.2701527658554169	0.5780375121852241	0.5344337036955474	0.6545582793799205	0.4599374326868406	0.602131499714776	0.3776290343046512	0.3209016691413784	0.4062954976911514	0.41255556445720365	0.31543192485504823	0.44229447554690865	0.48163367472095864	0.40315449783318213	0.4222509023794952	0.47693456914313676	0.35428153372490073	0.4657855139584799	0.44015403315187185	0.5088251207519854	0.5993683248463981
Y.J3	0.567787219305814	0.6811433576180657	0.4926305125434487	0.5690204121753262	0.6339786986800056	0.5712602063860748	0.762969765595122	0.6588385273831253	0.6649301683395348	0.5070262050946683	0.5600023242042825	0.6152844317391095	0.4733308069885139	0.7028777376366138	0.6217913607694555	0.4820121756435337	0.3269882590405559	0.3891862857642088	0.4208138033643506	0.39061637855555875	0.42124997867138403	0.24054921692144074	0.0	0.27329629467779354	0.21705906664781627	0.2715236676030063	0.6056868066968236	0.585552123387039	0.3727662770733976	0.3524720539082813	0.6974909365050765	0.5965358210748439	0.6811284924653432	0.5703629563656267	0.6126009756313954	0.4510669796402723	0.2810083807114861	0.5341991790538287	0.5610006417222065	0.38720435797439023	0.4896479976528644	0.5203166363735962	0.4860586690123086	0.49133074848301195	0.5104007227403574	0.4178808386539421	0.5180247330796368	0.49942069176650594	0.6378749184260069	0.7113108426799206
Y.J4	0.5724015329393647	0.6974813262510493	0.4586550743197674	0.4609796281105219	0.6269808573625637	0.5820167593406126	0.7774686922070051	0.667562777516506	0.6630698116518718	0.3958823885480148	0.448175494308565	0.6738346087962563	0.46611286845587063	0.6376108056778785	0.5770370660188315	0.4980627305726035	0.2061906831590754	0.39568215528947814	0.3384637004645491	0.38579769810266595	0.2157464255799773	0.20017289552663067	0.27329629467779354	0.0	0.26987080823831533	0.30795867577206465	0.5288326517007659	0.4912970470501417	0.24715739800984116	0.3695671975985536	0.5759698770246172	0.5695672504155417	0.691198239903148	0.48168490693184907	0.6368596293121385	0.48191681940070896	0.4347081151032331	0.34880016542782194	0.44541121009455475	0.2275616501661373	0.38491315578545093	0.41204986416131595	0.469188765651418	0.4775204558795235	0.5442114544217244	0.39592068669265457	0.4685812011652581	0.5229488430921156	0.5350275256457176	0.623406665251418
Y.J5	0.5561249823042257	0.6827376755568066	0.44405305541990925	0.5103141992047079	0.5299458723402439	0.5594285273780205	0.7999680129990925	0.6834870293191435	0.64593250824152	0.4988688907928531	0.5744061535201646	0.6833218419533467	0.500341259458962	0.7455556040326432	0.671105926910692	0.3649920773594157	0.28132699970158814	0.3790772276365286	0.3992824382976461	0.3244139763962848	0.2846677849894214	0.21962733684021554	0.21705906664781627	0.26987080823831533	0.0	0.2201749476174135	0.6265663127948383	0.5934782494380884	0.35059787025864997	0.29489436352541126	0.6997434887939591	0.6288390809339477	0.7282688570069766	0.5791756672133862	0.6738629499966818	0.4108987806022689	0.29421048569838343	0.5007373752343165	0.491821379522093	0.2798972912393364	0.48279586529149177	0.5119839604961146	0.4653413624436188	0.40683230436106066	0.4343702257791549	0.39887756164696536	0.5253908248250709	0.415858722053857	0.6305015683804027	0.7056576861290982
Y.U1	0.5427071847108055	0.6566472708623654	0.4619655743027793	0.5243699112197958	0.6000241872633862	0.5544223781982701	0.7757171697537721	0.6649521650286161	0.6366412353289845	0.503314686601418	0.5958755304361033	0.6942699781910664	0.5265311772794952	0.732215141407629	0.6872995748167045	0.38810787877314235	0.3064947579255246	0.3059590005072603	0.4129142890188031	0.4592982486883437	0.38260266598681225	0.24814931580811114	0.2715236676030063	0.30795867577206465	0.2201749476174135	0.0	0.6225114958500283	0.5881783499888541	0.22437368957492906	0.28088659127481563	0.6918502269133011	0.6360730546948666	0.7058805961239364	0.5846623070383437	0.6679295249993479	0.4075930833145775	0.24138378366412372	0.512706519213443	0.5150139569286727	0.3282051784380317	0.48596631983306865	0.5223034570252127	0.4525632295143506	0.45662282737263193	0.5023939799833522	0.3843952328356779	0.5184137633019852	0.46237330546361316	0.6200726591462565	0.6969478519257515
Y.U2	0.4549542825313954	0.5569804782382586	0.42550428647708444	0.2981408509426546	0.7152045279809698	0.428544562400085	0.6721101132537721	0.6446058319210153	0.6917726812621099	0.3261393302452071	0.4891529838350823	0.6649197456448384	0.616142547343874	0.5341773561747306	0.5418413898479582	0.7217379837732556	0.5758065784496882	0.5935896499178107	0.5046592242329269	0.6099220218334374	0.5362453020807431	0.5326631677332389	0.6056868066968236	0.5288326517007659	0.6265663127948383	0.6225114958500283	0.0	0.12901503168664197	0.5533898190539424	0.5746272679359047	0.4824892246028644	0.5547653439911232	0.6204917123326714	0.5006685340140102	0.6420380763751844	0.4949807788340329	0.722485411368945	0.32154097183221786	0.38731005628102666	0.5473627786888543	0.4280047259058424	0.6008912938096145	0.4429351193997163	0.4893396056402439	0.6176215678300342	0.488649915587578	0.30578613151162776	0.5448820063742201	0.1752352345359331	0.17107329498417478
Y.U3	0.3687644475217242	0.4718319373571186	0.34400225371211	0.28609104228454324	0.6439768717703347	0.34605999419177547	0.5984989372726885	0.5650859466123086	0.6141407925328133	0.335203984813131	0.4887969522038004	0.5948391892904139	0.5511622076129324	0.5186846078321043	0.5545903598398185	0.6749441283310267	0.5792262631580544	0.6094706506344584	0.510728400959274	0.644867776395916	0.48071018973533736	0.4798431080648609	0.585552123387039	0.4912970470501417	0.5934782494380884	0.5881783499888541	0.12901503168664197	0.0	0.5632129602648043	0.5104387533341747	0.4856421795188314	0.4900415829259216	0.5404839875422859	0.4334455244712137	0.5701272771110606	0.4236714494916337	0.6969902606209303	0.25300718676735673	0.3585194012918321	0.5892929508680658	0.35785736526196815	0.5304842149247304	0.3562776412651447	0.4068487219188881	0.5198250080997163	0.4040637576860181	0.2204803143950368	0.4667452421782188	0.1492579619996596	0.1786432582299205
Y.U4	0.6623725315161373	0.7700409578953772	0.5389441029572887	0.5084961521549632	0.7092294912826715	0.6593691734703063	0.8418278749456041	0.760084162475865	0.7622456357654566	0.4714812928233693	0.5120637311030913	0.7574767602929381	0.5614775685022971	0.6787744207448952	0.6360509085998584	0.5139935860378615	0.18817349227033464	0.35049396868621674	0.3846882836578276	0.47528304035385704	0.3137317323359898	0.3171570040646625	0.3727662770733976	0.24715739800984116	0.35059787025864997	0.22437368957492906	0.5533898190539424	0.5632129602648043	0.0	0.41650334763329544	0.6172469109641805	0.6540608600159104	0.7597433568408961	0.565945365905899	0.7309156569038853	0.5340892802031764	0.4001276084142654	0.4500358718167895	0.48480634800796946	0.23490383177626206	0.48162414664741915	0.4904989935756948	0.5557037334723766	0.5530478096376914	0.6569235322642938	0.49230869701905844	0.5518707097182644	0.5866666726471639	0.5775395539711005	0.6623544230987521
Y.U5	0.3908546674768293	0.5203508512952071	0.36085292017793535	0.4425559134131594	0.431496588872178	0.3945338704062677	0.6397788402102098	0.5275830241226036	0.48566997394429934	0.42094780920005676	0.553541397079722	0.5786055137310551	0.4197878402426829	0.6800566946599264	0.6516916251431935	0.2996929822944129	0.4129721976609756	0.3714196117064663	0.3649706075885706	0.4249103291148326	0.3210471720177255	0.2701527658554169	0.3524720539082813	0.3695671975985536	0.29489436352541126	0.28088659127481563	0.5746272679359047	0.5104387533341747	0.41650334763329544	0.0	0.6230691068211855	0.5755189615185763	0.5517626919908678	0.5000488922134997	0.5326637560438174	0.18749443024208742	0.3357871379813102	0.4650995836307998	0.3566308486125639	0.3903533950077992	0.4016461897600113	0.40206787794359045	0.2825556647373795	0.2399498719623653	0.3154780468958309	0.23192762546715828	0.4228194204965967	0.25539841666656266	0.5425242918344017	0.6404212061206466
