	D1	D2	D3	D4	D5	DF1	DF2	DF3	DF4	DF5	Y.K1	Y.K2	Y.K3	Y.K4	Y.K5	Y.M1	Y.M2	Y.M3	Y.M4	Y.M5	Y.J1	Y.J2	Y.J3	Y.J4	Y.J5	Y.U1	Y.U2	Y.U3	Y.U4	Y.U5	Z.K1	Z.K2	Z.K3	Z.K4	Z.K5	Z.M1	Z.M2	Z.M3	Z.M4	Z.M5	Z.J1	Z.J2	Z.J3	Z.J4	Z.J5	Z.U1	Z.U2	Z.U3	Z.U4	Z.U5
Y.K1	0.7348356906421828	0.816286744821023	0.7566874641406649	0.7657724177168436	0.8174943687690759	0.7536803150409096	0.8186892507123518	0.7860681655257015	0.8139987882568428	0.6818501375137711	0.0	0.3991318601940306	0.4384636548304348	0.40979700964040455	0.38746710029202147	0.6932031881081162	0.6393896721750493	0.5914110247863987	0.5823942649192893	0.5651524963429978	0.5553775205860649	0.5563595100683296	0.6081566433152636	0.5442765037339479	0.61726861982848	0.6189285347780955	0.6057984971377659	0.6349082906840922	0.5952811111492523	0.6027866764971543	0.5390835960795739	0.3379672683947632	0.636451373355341	0.4013563594517273	0.4303594532945635	0.778824006949937	0.6973108319564127	0.6177134197953749	0.610122023953469	0.624860031525901	0.5792193008884226	0.6109896117239388	0.7299587272829087	0.609186335206404	0.5963625890143888	0.6033038222597766	0.6673665057647787	0.622146916941251	0.6310886903920185	0.6224747450939854
Y.K2	0.7333226925217999	0.8066744732216893	0.7555437240708118	0.7566860501570878	0.8166071980436762	0.7449301289777329	0.8098323832314003	0.7820884058602672	0.8027440023798639	0.6542755206733067	0.3991318601940306	0.0	0.46464909213973815	0.39843387693562105	0.43030497547224555	0.7120844338334367	0.6712005066214127	0.5984610352650634	0.6032739455161339	0.5667797001297155	0.5741699946476937	0.5774429921719313	0.6333090844856297	0.574192939094157	0.6545553809854504	0.6399733834189325	0.6345464029052048	0.6404131420687904	0.621815142240343	0.6191180061290875	0.5265554273520863	0.4066819447023118	0.6283323587710166	0.4469150807417137	0.4536330061906406	0.7761507079856523	0.7122773379159579	0.6356807865278595	0.6226055550904128	0.6489093679866493	0.6044777279201228	0.6325563459923008	0.74674540090928	0.6061241140155996	0.5934646787394621	0.6278671300673878	0.681864039320373	0.6237194567183582	0.6501633248452428	0.625100916510516
Y.K3	0.7333025710100008	0.8071002200751949	0.7550466456004518	0.7606888589890661	0.8067338626595449	0.7559126597320427	0.8165258650969724	0.7779519946762689	0.7968321593349663	0.704896679580636	0.4384636548304348	0.46464909213973815	0.0	0.5117804998926374	0.5157446077412842	0.7238967514253938	0.7153627351577769	0.670129831155152	0.6505288712520804	0.6499805648898314	0.6262880018731587	0.6152898747063326	0.6754156663028641	0.6102863798155644	0.6831168773354411	0.6918038956397188	0.6806607809309982	0.6649782178664074	0.6729563952140626	0.6752995287494825	0.576530060328402	0.4698781092817287	0.6517306062332693	0.492819596454407	0.5053196379992537	0.789494275354777	0.735362143600937	0.652106642206268	0.6528010547046135	0.6692189004649622	0.6234334537866619	0.6727964215037943	0.7463459571717248	0.6440626164694956	0.6444912068153246	0.6557939075108592	0.7083929919560522	0.6656070588510077	0.6726308781117896	0.6610661090691952
Y.K4	0.7363341284232708	0.811920997008255	0.7525366247914904	0.7629714846255702	0.8249829967224169	0.7575049210349295	0.8095158354059269	0.784277153043054	0.8103470078781148	0.6599632269438921	0.40979700964040455	0.39843387693562105	0.5117804998926374	0.0	0.3994032861581571	0.7087641938933182	0.6521397535308191	0.5703832787862007	0.5679167889070789	0.5385703990971082	0.5617998717196018	0.5682627869076271	0.60264675927253	0.567620550281926	0.6355397646362768	0.620791534540651	0.619391545677334	0.6490523415688492	0.6048120155113159	0.600547719341499	0.561686596011667	0.38473338167711046	0.6421731349055293	0.44905315442669524	0.46110296598938705	0.7793265394100185	0.7085675967438101	0.6327057186305727	0.6100627728843915	0.6484603661236215	0.5828273025327722	0.6218377707941329	0.7340273793654433	0.599818792468354	0.5681459027774161	0.6062638711076492	0.6634167254499636	0.6099786012626837	0.6365561821708806	0.6082947787243944
Y.K5	0.7177033153420618	0.7978316921653409	0.736381058544985	0.7493598371000982	0.8061924453722439	0.7307470220862597	0.7929330044226383	0.7635867395878891	0.7952511174582917	0.6425015109073898	0.38746710029202147	0.43030497547224555	0.5157446077412842	0.3994032861581571	0.0	0.691758377434361	0.6354821032895608	0.5636706324023223	0.5495411438619413	0.5422467880453838	0.5502073951983608	0.5405190899798267	0.5979348727832368	0.5553620524962869	0.6148530823391886	0.6099004897418409	0.5850666128643953	0.6353439391171187	0.5817582004315301	0.5883865203682475	0.5310292727740972	0.37720029774700514	0.638062853624087	0.41703483854298184	0.4003415272049038	0.7707248936324436	0.6774783074888561	0.632304696440593	0.5939567185058763	0.6244084988645208	0.592698896219057	0.6126469525257912	0.7358940185635735	0.5903566488298833	0.5806858281847205	0.5895813087395181	0.6618546366632727	0.5972945926742171	0.6165050862740378	0.605305115268896
Y.M1	0.7281014431369557	0.785523891120068	0.7423856837451774	0.7234450969831339	0.7538342535114985	0.7259577801546659	0.7702611098421434	0.7554188586620838	0.7676522505429896	0.7055669882849236	0.6932031881081162	0.7120844338334367	0.7238967514253938	0.7087641938933182	0.691758377434361	0.0	0.6480413974676609	0.612158019205897	0.5794514820128436	0.5987274283495152	0.5752787835677218	0.5801075720917093	0.6375600557069417	0.601933872313834	0.5963634395278268	0.6133476590960572	0.5869100103117109	0.5745521062019621	0.6197288305798128	0.6034709964488212	0.6883771898631962	0.6950251679849259	0.7564182542107377	0.7057378757914734	0.7107613210618792	0.6992151008494624	0.630970791698255	0.6032375331653674	0.6003991437146385	0.5974942208103166	0.6024579285055143	0.6096290374941449	0.6168892048480376	0.5990577008258338	0.6076814520042408	0.5626995606217097	0.5397587125670551	0.6129997160290873	0.6271544501267683	0.6069918095364475
Y.M2	0.7623856475995097	0.8382046148670328	0.7710227096285622	0.7748068203244451	0.82462304097149	0.7759796466912998	0.8174115309569553	0.8019299316045149	0.8398157975317221	0.6659753132714904	0.6393896721750493	0.6712005066214127	0.7153627351577769	0.6521397535308191	0.6354821032895608	0.6480413974676609	0.0	0.5091719246550515	0.49292208437825713	0.42954261436742425	0.4522590679816928	0.5033203676187586	0.42411176503734216	0.5119036095198992	0.4708004961817356	0.41630495191624906	0.4981311600808358	0.6165907689234691	0.38492111829605846	0.4598284850796923	0.7316938462143974	0.6416351170464651	0.7947933942484852	0.664564944033176	0.6898525695882608	0.7629739574602269	0.6073759268393548	0.5688863702335534	0.557597119114144	0.45874329971757244	0.5314225276834432	0.5168520995892292	0.7183152074611319	0.5221393960670988	0.5336798696181453	0.5390184397959672	0.6085467679290602	0.5788763061920282	0.60457304477322	0.5611004380803841
Y.M3	0.6944182443473885	0.7875211185752381	0.7143342083619932	0.7075308183825637	0.7855513062010695	0.7172028994053101	0.7661389797396355	0.7583495370397836	0.7914402446187945	0.579474633629408	0.5914110247863987	0.5984610352650634	0.670129831155152	0.5703832787862007	0.5636706324023223	0.612158019205897	0.5091719246550515	0.0	0.361447676794447	0.33142839376024524	0.38121795218672105	0.3905540168507806	0.43998281795713035	0.44664291607088613	0.44451880217134676	0.441706487811506	0.4489425746723419	0.5630785643148511	0.4279390750398274	0.40364786581616674	0.6854663564284893	0.5820331538169169	0.7623679417689493	0.6304178079958489	0.6400716911470339	0.7343971195302565	0.571217266443093	0.5191373158999979	0.4856094618514333	0.5012553710183026	0.47781645017906516	0.48156233526213577	0.6802872239959206	0.47779591177193603	0.43796101108840346	0.4685863714027966	0.5695410757364701	0.4892276621983844	0.5344504448012222	0.47806305745603617
Y.M4	0.6774956150003528	0.7784752470981653	0.7049906497504392	0.690726673081163	0.7705491423648083	0.7029151220238641	0.7596535836810654	0.7366846412051377	0.7805764835448477	0.5803404744583119	0.5823942649192893	0.6032739455161339	0.6505288712520804	0.5679167889070789	0.5495411438619413	0.5794514820128436	0.49292208437825713	0.361447676794447	0.0	0.3585823980195654	0.37307980289439935	0.3761387209825532	0.4529132162069691	0.43910229558423985	0.4340669669729358	0.46354217532221875	0.44445360880645135	0.532080618347295	0.4393505470139851	0.4361202845091524	0.6572776170690731	0.571827567276121	0.7316497246459339	0.5972730944276483	0.5967250064529013	0.704786977574194	0.5658728635621816	0.48159582312796767	0.3938134144260308	0.4836166038863283	0.4603606578198668	0.46096271413543954	0.6425964290510632	0.44383837005580784	0.4359213952063382	0.4635383544073004	0.5434112434303726	0.48318658451212526	0.5027482207454126	0.4471671722160535
Y.M5	0.7021875065131286	0.8040384162724021	0.7302381606321662	0.7155889369473122	0.7943653792071134	0.7244629325249884	0.780181622401476	0.7604154104912249	0.8017428887047302	0.5902334383591454	0.5651524963429978	0.5667797001297155	0.6499805648898314	0.5385703990971082	0.5422467880453838	0.5987274283495152	0.42954261436742425	0.33142839376024524	0.3585823980195654	0.0	0.34454420562326304	0.38872320449939646	0.420689315650576	0.4281904675225624	0.4426269476468878	0.41689368940951643	0.4467278727782873	0.539711599621127	0.39792147246985865	0.3874966232823709	0.6624519506308248	0.5541489366199572	0.7425656542710453	0.597608328163788	0.616681384265545	0.7193457590693558	0.5723457007617845	0.5043859279484931	0.45300097121286287	0.46478935889566775	0.45669637015166564	0.46871858196901006	0.6678827940932142	0.44178772250000176	0.3957496957862461	0.45162487516677585	0.5528738910510997	0.4870987526158146	0.5092909133247135	0.46217589564448347
Y.J1	0.6961568082017319	0.7952567230108574	0.7290916709343462	0.710828505972497	0.7789878592980365	0.7071711727878726	0.7771414158441683	0.7491640198516402	0.7879659039061784	0.5994480381873852	0.5553775205860649	0.5741699946476937	0.6262880018731587	0.5617998717196018	0.5502073951983608	0.5752787835677218	0.4522590679816928	0.38121795218672105	0.37307980289439935	0.34454420562326304	0.0	0.36836172191843	0.42284586863407425	0.3921561073058394	0.4270784012576764	0.4442968649170288	0.4382151069886703	0.504768625705037	0.41090119522298696	0.4080734011144532	0.6575461467795477	0.5563602054247114	0.7299306632204567	0.5865393355530939	0.6120855752980154	0.7166385572691445	0.572602355333991	0.4246943237686873	0.4318966348579262	0.4490838086069444	0.4018110241843229	0.4355133268269379	0.6432839436077443	0.42169523199035364	0.4127432897971106	0.4281641813129272	0.542237304855243	0.47397848688630173	0.5039302775862726	0.4684627232874302
Y.J2	0.661873348839171	0.7740763134519077	0.7081391104409818	0.6882877134803931	0.7549897159073938	0.6820459715660737	0.7563372396649861	0.7235234969250545	0.7622090117619735	0.5804091004830627	0.5563595100683296	0.5774429921719313	0.6152898747063326	0.5682627869076271	0.5405190899798267	0.5801075720917093	0.5033203676187586	0.3905540168507806	0.3761387209825532	0.38872320449939646	0.36836172191843	0.0	0.4235141413566418	0.3715542070807446	0.44868288229437847	0.46507422443442004	0.471864754053122	0.5257579825847852	0.4393067162445482	0.45052517550378546	0.6567840951253443	0.5582315411864822	0.7251599001821528	0.6011263960136659	0.5985299723792807	0.707907645234683	0.5849413276772446	0.4762951959735746	0.43528396035929884	0.47841085701073416	0.44240892720613534	0.4878356666106347	0.6570974080790042	0.44413813395310764	0.4292195624050755	0.4628193907967627	0.5602212969030387	0.4808725732131528	0.5244878605064749	0.48554066462169754
Y.J3	0.7287598364741419	0.813952095361693	0.7523098115748836	0.7415921797283177	0.8064142460856134	0.7429483839664046	0.7974006006762037	0.7739193334162875	0.8113140080648858	0.623124666042465	0.6081566433152636	0.6333090844856297	0.6754156663028641	0.60264675927253	0.5979348727832368	0.6375600557069417	0.42411176503734216	0.43998281795713035	0.4529132162069691	0.420689315650576	0.42284586863407425	0.4235141413566418	0.0	0.42147164342054855	0.4620871636837429	0.4358553977932399	0.48246093928121825	0.5857808462807907	0.4054419620213887	0.45282525309922184	0.702709126389059	0.6060820126045954	0.77573933401118	0.6467525303781282	0.6589612809883815	0.7524615005956845	0.5860908182692177	0.5489524575150149	0.5043937683400666	0.4843446599975886	0.5069234438735422	0.5054816553301882	0.695619588763376	0.49764115604632364	0.5030167996139705	0.5127075047334361	0.611639611457452	0.5653311845097967	0.5843499278479287	0.5255735838093203
Y.J4	0.6805448822957756	0.7860175316147168	0.7207768045814216	0.7033022982200119	0.7717930852994054	0.6921092011823424	0.7759524560443055	0.7401597542936875	0.7734115181974357	0.5892029148956498	0.5442765037339479	0.574192939094157	0.6102863798155644	0.567620550281926	0.5553620524962869	0.601933872313834	0.5119036095198992	0.44664291607088613	0.43910229558423985	0.4281904675225624	0.3921561073058394	0.3715542070807446	0.42147164342054855	0.0	0.4661128044705505	0.4758511316906301	0.4519151851457901	0.5373096175605804	0.42902472874830555	0.4436869422977696	0.661778501293951	0.5534140936191008	0.7298584883134254	0.59134194021603	0.6084818049088547	0.7219677226013475	0.5940101131909323	0.48825205637123503	0.46136713925774175	0.46780428153537457	0.4443843166856074	0.48328502390814987	0.6626803005933597	0.45612108639708926	0.46762750228757877	0.4738888796898838	0.5730947115046994	0.49600221208679596	0.5331028607248949	0.49923720707593044
Y.J5	0.7174556189239472	0.8066221858063242	0.7450170018640399	0.7332252957475244	0.7887725750754858	0.7159632468879551	0.7914229633240193	0.7627005594942204	0.807440720353873	0.6325458264484123	0.61726861982848	0.6545553809854504	0.6831168773354411	0.6355397646362768	0.6148530823391886	0.5963634395278268	0.4708004961817356	0.44451880217134676	0.4340669669729358	0.4426269476468878	0.4270784012576764	0.44868288229437847	0.4620871636837429	0.4661128044705505	0.0	0.4614554985792114	0.48892737334444447	0.5863227593309099	0.4281613265081896	0.4451133739130798	0.7097487436702834	0.6194922174000859	0.7733140969315934	0.6499092787284335	0.6728883976327176	0.736518532553725	0.5726621376820801	0.537903431882633	0.5061002723057788	0.4603732005203076	0.4907375943450677	0.5099252893697437	0.6760947187183793	0.5004186350762956	0.509013959468546	0.512986634913255	0.5911113971586709	0.5308159813110271	0.5709799377822691	0.5337146440770641
Y.U1	0.7310949970560561	0.8134767364000429	0.7459133644062161	0.7448520865969963	0.8045859837263817	0.745259810056224	0.7966653797101755	0.7772785167347546	0.8097622446926223	0.6318143652774099	0.6189285347780955	0.6399733834189325	0.6918038956397188	0.620791534540651	0.6099004897418409	0.6133476590960572	0.41630495191624906	0.441706487811506	0.46354217532221875	0.41689368940951643	0.4442968649170288	0.46507422443442004	0.4358553977932399	0.4758511316906301	0.4614554985792114	0.0	0.4772444013397398	0.5780012530265859	0.3825744708487029	0.3952373923049223	0.7055386186217842	0.6236501166851296	0.7765240710129253	0.6558614659535084	0.6691622082115314	0.7338986686298368	0.574531262153287	0.560650088218347	0.5295777931031849	0.49386910517415183	0.5084288683131923	0.5125680178356755	0.6984431382354701	0.511842694353903	0.49579327879870405	0.5000688585108801	0.5854328000554951	0.4663755477734184	0.5579003619120271	0.5099870235596128
Y.U2	0.7059498633566885	0.7611989758747081	0.7279351419680066	0.7162925617200254	0.7694901278445415	0.682322828640771	0.7488658429356041	0.7578681641449158	0.7746567410765117	0.6144413003070066	0.6057984971377659	0.6345464029052048	0.6806607809309982	0.619391545677334	0.5850666128643953	0.5869100103117109	0.4981311600808358	0.4489425746723419	0.44445360880645135	0.4467278727782873	0.4382151069886703	0.471864754053122	0.48246093928121825	0.4519151851457901	0.48892737334444447	0.4772444013397398	0.0	0.4893212710165197	0.3963855916816973	0.4521809252045357	0.6595054373684345	0.5998274511370091	0.7372466743093706	0.611226175402226	0.6299831318789335	0.6692159349000852	0.5456991346682212	0.5054699080804559	0.47702218921978823	0.5006254562987256	0.46250416959323637	0.4457063546335369	0.6153296025410399	0.5050983288767643	0.5157918151982424	0.49188428631961023	0.5430195407092876	0.5302824046274981	0.5061588581276801	0.4848769271147646
Y.U3	0.7015341992205824	0.7489961742704049	0.7201362546207073	0.7054883894925584	0.757867603328415	0.6743045646394246	0.7454168508552763	0.7390899705111336	0.7630861773355168	0.6389812131376933	0.6349082906840922	0.6404131420687904	0.6649782178664074	0.6490523415688492	0.6353439391171187	0.5745521062019621	0.6165907689234691	0.5630785643148511	0.532080618347295	0.539711599621127	0.504768625705037	0.5257579825847852	0.5857808462807907	0.5373096175605804	0.5863227593309099	0.5780012530265859	0.4893212710165197	0.0	0.5615847630777226	0.5610653926783222	0.6437640879700577	0.6319218761433841	0.7398699090545877	0.6672808967895636	0.6516469110260077	0.7002163373758772	0.6390336341738321	0.5493449932498821	0.5356508183303894	0.5760854763995519	0.5190805156963347	0.5594901558604992	0.6376511290477254	0.5279491330785007	0.5354871191066028	0.48011284525928255	0.5438042926782591	0.5604065404093567	0.546849521321213	0.5342172785340285
Y.U4	0.7244243770869958	0.818222578537541	0.7385914395412162	0.732805057562115	0.800165039397192	0.7419760043116819	0.7920765748555441	0.7697422409148973	0.8096351327197515	0.6092455608123049	0.5952811111492523	0.621815142240343	0.6729563952140626	0.6048120155113159	0.5817582004315301	0.6197288305798128	0.38492111829605846	0.4279390750398274	0.4393505470139851	0.39792147246985865	0.41090119522298696	0.4393067162445482	0.4054419620213887	0.42902472874830555	0.4281613265081896	0.3825744708487029	0.3963855916816973	0.5615847630777226	0.0	0.39175871274504226	0.6921978329417171	0.5933734318104786	0.769084879107023	0.6214863062526979	0.646654267149102	0.7237321242834568	0.5691502773106237	0.5323843292267074	0.49402121490368667	0.4524716256071123	0.47310782692353004	0.4476786529530623	0.6883526207687399	0.48159444994182143	0.49262178961145187	0.4859163856355554	0.5668055507868826	0.5109911308477844	0.5271228617474873	0.48621259808373973
Y.U5	0.727929901180559	0.8058132735756134	0.7392470515355434	0.7315758148534225	0.7965511475710736	0.7312414152267732	0.7868499815443104	0.7666609630985888	0.8017722887003826	0.617541776914657	0.6027866764971543	0.6191180061290875	0.6752995287494825	0.600547719341499	0.5883865203682475	0.6034709964488212	0.4598284850796923	0.40364786581616674	0.4361202845091524	0.3874966232823709	0.4080734011144532	0.45052517550378546	0.45282525309922184	0.4436869422977696	0.4451133739130798	0.3952373923049223	0.4521809252045357	0.5610653926783222	0.39175871274504226	0.0	0.6996352154164537	0.5994035136619911	0.7689144419275274	0.6411952116777613	0.6549550994022446	0.6925997896923073	0.5454713168258268	0.5421263168276312	0.49765653955855604	0.47404466401164147	0.4724977748307272	0.48502989261110296	0.6647705984249159	0.4814069434907846	0.47298844667155027	0.4685640871349108	0.5607253450226914	0.4920383111295552	0.545183274835807	0.5068748997027541
